"STUDY_ID","REVIEWERS","INCLUDE","authors","title","journal","type","year","volume","issue","page_start","page_end","doi","category"
33,"Sub15","not vetted","Treasure, AM; Chown, SL","Phenotypic plasticity in locomotor performance of a monophyletic group of weevils accords with the 'warmer is better' hypothesis","JOURNAL OF EXPERIMENTAL BIOLOGY","Article",2019,"222","9","","","10.1242/jeb.195255","Biology"
55,"Sub15","not vetted","Wilkerson, J; Dobosy, R; Sayres, DS; Healy, C; Dumas, E; Baker, B; Anderson, JG","Permafrost nitrous oxide emissions observed on a landscape scale using the airborne eddy-covariance method","ATMOSPHERIC CHEMISTRY AND PHYSICS","Article",2019,"19","7","4257","4268","10.5194/acp-19-4257-2019","Environmental Sciences; Meteorology & Atmospheric Sciences"
60,"Sub15","not vetted","Rocker, MM; Francis, DS; Fabricius, KE; Willis, BL; Bay, LK","Temporal and spatial variation in fatty acid composition in Acropora tenuis corals along water quality gradients on the Great Barrier Reef, Australia","CORAL REEFS","Article",2019,"38","2","215","228","10.1007/s00338-019-01768-x","Marine & Freshwater Biology"
73,"Sub15","not vetted","Rahimi, SB; Amiri, A; Ghashghaei, R","Simultaneous monitoring of mean vector and covariance matrix of multivariate simple linear profiles in the presence of within profile autocorrelation","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION","Article; Early Access",NA,NA,"","","","10.1080/03610918.2019.1588314","Statistics & Probability"
83,"Sub15","not vetted","Fox, RJ; Donelson, JM; Schunter, C; Ravasi, T; Gaitan-Espitia, JD","Beyond buying time: the role of plasticity in phenotypic adaptation to rapid environmental change","PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","Editorial Material",2019,"374","1768","","","10.1098/rstb.2018.0174","Biology"
90,"Sub15","not vetted","Klingenberg, CP","Phenotypic Plasticity, Developmental Instability, and Robustness: The Concepts and How They Are Connected","FRONTIERS IN ECOLOGY AND EVOLUTION","Article",2019,"7","","","","10.3389/fevo.2019.00056","Ecology"
110,"Sub15","not vetted","De Iaco, S; Posa, D; Cappello, C; Maggio, S","Isotropy, symmetry, separability and strict positive definiteness for covariance functions: A critical review","SPATIAL STATISTICS","Review",2019,"29","","89","108","10.1016/j.spasta.2018.09.003","Geosciences, Multidisciplinary; Mathematics, Interdisciplinary Applications; Remote Sensing; Statistics & Probability"
114,"Sub15","not vetted","Wang, KL; Hu, W; Liu, TH; Zhao, XB; Han, CL; Xia, XT; Zhang, JG; Wang, F; Meng, FG","Metabolic covariance networks combining graph theory measuring aberrant topological patterns in mesial temporal lobe epilepsy","CNS NEUROSCIENCE & THERAPEUTICS","Article",2019,"25","3","396","408","10.1111/cns.13073","Neurosciences; Pharmacology & Pharmacy"
166,"Sub15","not vetted","Aboud, KS; Huo, YK; Kang, H; Ealey, A; Resnick, SM; Landman, BA; Cutting, LE","Structural covariance across the lifespan: Brain development and aging through the lens of inter-network relationships","HUMAN BRAIN MAPPING","Article",2019,"40","1","125","136","10.1002/hbm.24359","Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging"
181,"Sub15","not vetted","Maldonado, K; Newsome, SD; Razeto-Barry, P; Rios, JM; Piriz, G; Sabat, P","Individual diet specialisation in sparrows is driven by phenotypic plasticity in traits related to trade-offs in animal performance","ECOLOGY LETTERS","Article",2019,"22","1","128","137","10.1111/ele.13174","Ecology"
250,"Sub15","not vetted","Gallego-Tevar, B; Rubio-Casal, AE; de Cires, A; Figueroa, E; Grewell, BJ; Castillo, JM","Phenotypic plasticity of polyploid plant species promotes transgressive behaviour in their hybrids","AOB PLANTS","Article",2018,"10","5","","","10.1093/aobpla/ply055","Plant Sciences; Ecology"
251,"Sub15","not vetted","Li, DN; Xue, LZ; Zou, H","APPLICATIONS OF PETER HALL'S MARTINGALE LIMIT THEORY TO ESTIMATING AND TESTING HIGH DIMENSIONAL COVARIANCE MATRICES","STATISTICA SINICA","Article",2018,"28","4","2657","2670","10.5705/ss.202017.0060","Statistics & Probability"
253,"Sub15","not vetted","Vinci, G; Ventura, V; Smith, MA; Kass, RE","Adjusted regularization of cortical covariance","JOURNAL OF COMPUTATIONAL NEUROSCIENCE","Article",2018,"45","2","83","101","10.1007/s10827-018-0692-x","Mathematical & Computational Biology; Neurosciences"
255,"Sub15","not vetted","Kamps, RH; Heilman, JL","A method to calculate a locally relevant water year for ecohydrological studies using eddy covariance data","ECOHYDROLOGY","Article",2018,"11","7","","","10.1002/eco.1980","Ecology; Environmental Sciences; Water Resources"
293,"Sub15","not vetted","Li, WM; Li, Z; Yao, JF","Joint Central Limit Theorem for Eigenvalue Statistics from Several Dependent Large Dimensional Sample Covariance Matrices with Application","SCANDINAVIAN JOURNAL OF STATISTICS","Article",2018,"45","3","699","728","10.1111/sjos.12320","Statistics & Probability"
300,"Sub15","not vetted","Soto, D; De Palmas, S; Ho, MJ; Denis, V; Chen, CA","Spatial variation in the morphological traits of Pocillopora verrucosa along a depth gradient in Taiwan","PLOS ONE","Article",2018,"13","8","","","10.1371/journal.pone.0202586","Multidisciplinary Sciences"
302,"Sub15","not vetted","Knauer, J; El-Madany, TS; Zaehle, S; Migliavacca, M","Bigleaf-An R package for the calculation of physical and physiological ecosystem properties from eddy covariance data","PLOS ONE","Article",2018,"13","8","","","10.1371/journal.pone.0201114","Multidisciplinary Sciences"
330,"Sub15","not vetted","Grunst, AS; Grunst, ML; Thys, B; Raap, T; Daem, N; Pinxten, R; Eens, M","Variation in personality traits across a metal pollution gradient in a free-living songbird","SCIENCE OF THE TOTAL ENVIRONMENT","Article",2018,"630","","668","678","10.1016/j.scitotenv.2018.02.191","Environmental Sciences"
342,"Sub15","not vetted","Barrientos-Villalobos, J; Schmitter-Soto, JJ; de los Monteros, AJE","Several Subspecies or Phenotypic Plasticity? A Geometric Morphometric and Molecular Analysis of Variability of the Mayan Cichlid Mayaheros urophthalmus in the Yucatan","COPEIA","Article",2018,"106","2","268","278","10.1643/CI-17-657","Zoology"
359,"Sub15","not vetted","Perrot-Dockes, M; Levy-Leduc, C; Sansonnet, L; Chiquet, J","Variable selection in multivariate linear models with high-dimensional covariance matrix estimation","JOURNAL OF MULTIVARIATE ANALYSIS","Article",2018,"166","","78","97","10.1016/j.jmva.2018.02.006","Statistics & Probability"
379,"Sub15","not vetted","Avella-Medina, M; Battey, HS; Fan, JQ; Li, QF","Robust estimation of high-dimensional covariance and precision matrices","BIOMETRIKA","Article",2018,"105","2","271","284","10.1093/biomet/asy011","Biology; Mathematical & Computational Biology; Statistics & Probability"
420,"Sub15","not vetted","Kim, J; Hwang, T; Schaaf, CL; Kljun, N; Munger, JW","Seasonal variation of source contributions to eddy-covariance CO2 measurements in a mixed hardwood-conifer forest","AGRICULTURAL AND FOREST METEOROLOGY","Article",2018,"253","","71","83","10.1016/j.agrformet.2018.02.004","Agronomy; Forestry; Meteorology & Atmospheric Sciences"
448,"Sub15","not vetted","Guo, X; Ren, XH; Eller, F; Li, MY; Wang, RQ; Du, N; Guo, WH","Higher phenotypic plasticity does not confer higher salt resistance to Robinia pseudoacacia than Amorpha fruticosa","ACTA PHYSIOLOGIAE PLANTARUM","Article",2018,"40","4","","","10.1007/s11738-018-2654-3","Plant Sciences"
456,"Sub15","not vetted","Jackrel, SL; Morton, TC","Inducible phenotypic plasticity in plants regulates aquatic ecosystem functioning","OECOLOGIA","Article",2018,"186","4","895","906","10.1007/s00442-018-4094-6","Ecology"
496,"Sub15","not vetted","Ho, WC; Zhang, JZ","Evolutionary adaptations to new environments generally reverse plastic phenotypic changes (vol 9, 350, 2018)","NATURE COMMUNICATIONS","Correction",2018,"9","","","","10.1038/s41467-018-03360-3","Multidisciplinary Sciences"
518,"Sub15","not vetted","Tollrian, R","Phenotypic plasticity: Beyond nature and nurture","NATURE",NA,2002,"416","6881","584","585","10.1038/416584b",NA
531,"Sub15","not vetted","Wilson, SD; Tilman, D","Quadratic variation in old-field species richness along gradients of disturbance and nitrogen","ECOLOGY",NA,2002,"83","2","492","504","10.2307/2680030",NA
587,"Sub15","not vetted","Agrawal, AA","Ecology - Phenotypic plasticity in the interactions and evolution of species","SCIENCE",NA,2001,"294","5541","321","326","10.1126/science.1060701",NA
594,"Sub15","not vetted","Konno, Y","Inadmissibility of the maximum likelihood estimator of normal covariance matrices with the lattice conditional independence","JOURNAL OF MULTIVARIATE ANALYSIS",NA,2001,"79","1","33","51","10.1006/jmva.2000.1955",NA
603,"Sub15","not vetted","Park, TS; Park, JK; Davis, CS","Effects of covariance model assumptions on hypothesis tests for repeated measurements: analysis of ovarian hormone data and pituitary-pteryomaxillary distance data","STATISTICS IN MEDICINE",NA,2001,"20","16","2441","2453","10.1002/sim.859",NA
612,"Sub15","not vetted","Garcia-Berthou, E","On the misuse of residuals in ecology: testing regression residuals vs. the analysis of covariance","JOURNAL OF ANIMAL ECOLOGY",NA,2001,"70","4","708","711","10.1046/j.1365-2656.2001.00524.x",NA
675,"Sub15","not vetted","Al-Rawi, M; Jie, Y","Illumination invariant recognition of color texture using correlation and covariance functions","ENERGY MINIMIZATION METHODS IN COMPUTER VISION AND PATTERN RECOGNITION",NA,2001,"2134","","216","231","",NA
689,"Sub15","not vetted","Rendon, B; Nunez-Farfan, J","Population differentiation and phenotypic plasticity of wild and agrestal populations of the annual Anoda cristata (Malvaceae) growing in two contrasting habitats","PLANT ECOLOGY",NA,2001,"156","2","205","213","10.1023/A:1012657730991",NA
