"STUDY_ID","REVIEWERS","INCLUDE","authors","title","journal","type","year","volume","issue","page_start","page_end","doi","category"
6,"Sub9","not vetted","Hingee, K; Baddeley, A; Caccetta, P; Nair, G","Computation of Lacunarity from Covariance of Spatial Binary Maps","JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS","Article",2019,"24","2","264","288","10.1007/s13253-019-00351-9","Biology; Mathematical & Computational Biology; Statistics & Probability"
10,"Sub9","not vetted","Cochard, A; Pithon, J; Braud, F; Beaujouan, V; Bulot, A; Daniel, H","Intraspecific trait variation in grassland plant communities along urban-rural gradients","URBAN ECOSYSTEMS","Article",2019,"22","3","583","591","10.1007/s11252-019-0827-5","Biodiversity Conservation; Ecology; Environmental Sciences; Urban Studies"
12,"Sub9","not vetted","Nakvasina, E; Demina, N; Prozherina, N; Demidova, N","Assessment of phenotypic plasticity of spruce species Picea abies (L.) Karst. and P. obovata (Ledeb.) on provenances tests in European North of Russia","CENTRAL EUROPEAN FORESTRY JOURNAL","Article",2019,"65","2","121","128","10.2478/forj-2019-0012","Forestry"
31,"Sub9","not vetted","Rodriguez-Leon, DS; Lopez-Arevalo, HF","Relative Abundance Variation of Dogs Over a Human Presence Gradient Inside Two Private Nature Reserves (Tabio, Cundinamarca)","ACTA BIOLOGICA COLOMBIANA","Article",2019,"24","2","379","390","10.15446/abc.v24n2.70608","Plant Sciences; Zoology"
35,"Sub9","not vetted","Arnold, PA; Kruuk, LEB; Nicotra, AB","How to analyse plant phenotypic plasticity in response to a changing climate","NEW PHYTOLOGIST","Review",2019,"222","3","1235","1241","10.1111/nph.15656","Plant Sciences"
38,"Sub9","not vetted","Rodrigues, JDP; Alves, MC; Freitas, AS; Pozza, EA; Oliveira, MS; Alves, HJP","Geostatistical stationary space-time covariance functions modeling of Yellow Sigatoka progress in banana crop","AUSTRALASIAN PLANT PATHOLOGY","Article",2019,"48","3","233","244","10.1007/s13313-019-0622-z","Plant Sciences"
39,"Sub9","not vetted","Tripathi, S; Verghese, J; Blumen, HM","Gray matter volume covariance networks associated with dual-task cost during walking-while-talking","HUMAN BRAIN MAPPING","Article",2019,"40","7","2229","2240","10.1002/hbm.24520","Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging"
50,"Sub9","not vetted","Del Toro, I; Ribbons, RR","Variation in ant-mediated seed dispersal along elevation gradients","PEERJ","Article",2019,"7","","","","10.7717/peerj.6686","Multidisciplinary Sciences"
63,"Sub9","not vetted","Aluja, M; Birke, A; Diaz-Fleischer, F; Rull, J","Phenotypic plasticity in clutch size regulation among populations of a potential invasive fruit fly from environments that vary in host heterogeneity and isolation","BULLETIN OF ENTOMOLOGICAL RESEARCH","Article",2019,"109","2","169","177","10.1017/S0007485318000329","Entomology"
116,"Sub9","not vetted","Pettit, A; Villmoare, B","Covariance among zygomatic bone shape, eye orbit shape, and the zygomaticotemporal space","AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY","Meeting Abstract",2019,"168","","190","190","","Anthropology; Evolutionary Biology"
118,"Sub9","not vetted","Cheng, GH; Liu, BS; Peng, LH; Zhang, BX; Zheng, SR","Testing the equality of two high-dimensional spatial sign covariance matrices","SCANDINAVIAN JOURNAL OF STATISTICS","Article",2019,"46","1","257","271","10.1111/sjos.12350","Statistics & Probability"
151,"Sub9","not vetted","Finer, L; Zverev, V; Palviainen, M; Romanis, T; Kozlov, MV","Variation in fine root biomass along a 1000 km long latitudinal climatic gradient in mixed boreal forests of North-East Europe","FOREST ECOLOGY AND MANAGEMENT","Article",2019,"432","","649","655","10.1016/j.foreco.2018.09.060","Forestry"
180,"Sub9","not vetted","Leimar, O; Dall, SRX; McNamara, JM; Kuijper, B; Hammerstein, P","Ecological Genetic Conflict: Genetic Architecture Can Shift the Balance between Local Adaptation and Plasticity","AMERICAN NATURALIST","Article",2019,"193","1","70","80","10.1086/700719","Ecology; Evolutionary Biology"
233,"Sub9","not vetted","Merrill, L; Grindstaff, JL","Early Life Stress Strengthens Trait Covariance: A Plastic Response That Results in Reduced Flexibility","AMERICAN NATURALIST","Article",2018,"192","5","593","604","10.1086/699839","Ecology; Evolutionary Biology"
254,"Sub9","not vetted","Frolov, RV; Immonen, EV; Saari, P; Torkkeli, PH; Liu, HX; French, AS","Phenotypic plasticity in Periplaneta americana photoreceptors","JOURNAL OF GENERAL PHYSIOLOGY","Article",2018,"150","10","1386","1396","10.1085/jgp.201812107","Physiology"
269,"Sub9","not vetted","Glover, KA; Solberg, MF; Besnier, F; Skaala, O","Cryptic introgression: evidence that selection and plasticity mask the full phenotypic potential of domesticated Atlantic salmon in the wild","SCIENTIFIC REPORTS","Article",2018,"8","","","","10.1038/s41598-018-32467-2","Multidisciplinary Sciences"
285,"Sub9","not vetted","Counsell, CWW; Donahue, MJ; Edwards, KF; Franklin, EC; Hixon, MA","Variation in coral-associated cryptofaunal communities across spatial scales and environmental gradients","CORAL REEFS","Article",2018,"37","3","827","840","10.1007/s00338-018-1709-7","Marine & Freshwater Biology"
291,"Sub9","not vetted","Shepard, EM; Sollenberger, LE; Kohmann, MM; da Silva, LS; Dubeux, JCB; Vendramini, JMB","Phenotypic Plasticity and Other Forage Responses to Grazing Management of Ecoturf Rhizoma Peanut","CROP SCIENCE","Article",2018,"58","5","2164","2173","10.2135/cropsci2018.03.0150","Agronomy"
