"STUDY_ID","REVIEWERS","INCLUDE","authors","title","journal","type","year","volume","issue","page_start","page_end","doi","category"
1,"Sub11","not vetted","Ishii, A; Yata, K; Aoshima, M","Equality tests of high-dimensional covariance matrices under the strongly spiked eigenvalue model","JOURNAL OF STATISTICAL PLANNING AND INFERENCE","Article",2019,"202","","99","111","10.1016/j.jspi.2019.02.002","Statistics & Probability"
13,"Sub11","not vetted","Burba, G; Anderson, T; Komissarov, A","Accounting for spectroscopic effects in laser-based open-path eddy covariance flux measurements","GLOBAL CHANGE BIOLOGY","Article",2019,"25","6","2189","2202","10.1111/gcb.14614","Biodiversity Conservation; Ecology; Environmental Sciences"
19,"Sub11","not vetted","Graner, EM; Calderan-Meneghetti, E; Leone, GF; de Almeida, CV; de Almeida, M","Long-term in vitro culture affects phenotypic plasticity of Neoregelia johannis plants","PLANT CELL TISSUE AND ORGAN CULTURE","Article",2019,"137","3","511","524","10.1007/s11240-019-01586-7","Biotechnology & Applied Microbiology; Plant Sciences"
27,"Sub11","not vetted","John, M; Mieldzioc, A","The comparison of the estimators of banded toeplitz covariance structure under the high-dimensional multivariate model","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION","Article; Early Access",NA,NA,"","","","10.1080/03610918.2019.1614622","Statistics & Probability"
91,"Sub11","not vetted","De Lange, ES; Salamanca, J; Polashock, J; Rodriguez-Saona, C","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries","JOURNAL OF CHEMICAL ECOLOGY","Article",2019,"45","3","298","312","10.1007/s10886-018-1043-0","Biochemistry & Molecular Biology; Ecology"
95,"Sub11","not vetted","Morin, TH","Advances in the Eddy Covariance Approach to CH4 Monitoring Over Two and a Half Decades","JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES","Editorial Material",2019,"124","3","453","460","10.1029/2018JG004796","Environmental Sciences; Geosciences, Multidisciplinary"
103,"Sub11","not vetted","Gochfeld, DJ","Phenotypic plasticity in chemical defense in sponges and corals","INTEGRATIVE AND COMPARATIVE BIOLOGY","Meeting Abstract",2019,"59","","E83","E83","","Zoology"
122,"Sub11","not vetted","Chen, SY; O'Dea, EB; Drake, JM; Epureanu, BI","Eigenvalues of the covariance matrix as early warning signals for critical transitions in ecological systems","SCIENTIFIC REPORTS","Article",2019,"9","","","","10.1038/s41598-019-38961-5","Multidisciplinary Sciences"
154,"Sub11","not vetted","Negoua, H; Chakir, M; David, JR; Capy, P","Climatic adaptation in Drosophila: phenotypic plasticity of morphological traits along a seasonal cycle","ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE","Article",2019,"55","1","48","60","10.1080/00379271.2018.1540281","Entomology"
168,"Sub11","not vetted","Gu, L; Wood, JD; Chang, CYY; Sun, Y; Riggs, JS","Advancing Terrestrial Ecosystem Science With a Novel Automated Measurement System for Sun-Induced Chlorophyll Fluorescence for Integration With Eddy Covariance Flux Networks","JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES","Article",2019,"124","1","127","146","10.1029/2018JG004742","Environmental Sciences; Geosciences, Multidisciplinary"
178,"Sub11","not vetted","Zhou, Y; Chen, DR; Huang, W","A class of optimal estimators for the covariance operator in reproducing kernel Hilbert spaces","JOURNAL OF MULTIVARIATE ANALYSIS","Article",2019,"169","","166","178","10.1016/j.jmva.2018.09.003","Statistics & Probability"
183,"Sub11","not vetted","Girard, L; Lantoine, F; Lami, R; Vouve, F; Suzuki, MT; Baudart, J","Genetic diversity and phenotypic plasticity of AHL-mediated Quorum sensing in environmental strains of Vibrio mediterranei","ISME JOURNAL","Article",2019,"13","1","159","169","10.1038/541396-018-0260-4","Ecology; Microbiology"
198,"Sub11","not vetted","Velotta, JP; Cheviron, ZA","Remodeling Ancestral Phenotypic Plasticity in Local Adaptation: A New Framework to Explore the Role of Genetic Compensation in the Evolution of Homeostasis","INTEGRATIVE AND COMPARATIVE BIOLOGY","Review",2018,"58","6","1098","1110","10.1093/icb/icy117","Zoology"
222,"Sub11","not vetted","Lo Cascio, C; Luna, E; Khurana, R; Fiorelli, R; Mehta, S","Molecular mechanisms underlying phenotypic plasticity in malignant glioma","BRITISH JOURNAL OF CANCER","Meeting Abstract",2018,"119","11","21","21","","Oncology"
296,"Sub11","not vetted","Colclough, GL; Woolrich, MW; Harrison, SJ; Lopez, PAR; Valdes-Sosa, PA; Smith, SM","Multi-subject hierarchical inverse covariance modelling improves estimation of functional brain networks","NEUROIMAGE","Article",2018,"178","","370","384","10.1016/j.neuroimage.2018.04.077","Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging"
301,"Sub11","not vetted","Prajapati, P; Santos, EA","Estimating methane emissions from beef cattle in a feedlot using the eddy covariance technique and footprint analysis","AGRICULTURAL AND FOREST METEOROLOGY","Article",2018,"258","","18","28","10.1016/j.agrformet.2017.08.004","Agronomy; Forestry; Meteorology & Atmospheric Sciences"
303,"Sub11","not vetted","Sigutova, H; Sigut, M; Dolny, A","Phenotypic plasticity in specialists: How long-spined larval Sympetrum depressiusculum (Odonata: Libellulidae) responds to combined predator cues","PLOS ONE","Article",2018,"13","8","","","10.1371/journal.pone.0201406","Multidisciplinary Sciences"
319,"Sub11","not vetted","Day, T; McLeod, DV","The Role of Phenotypic Plasticity in Moderating Evolutionary Conflict","AMERICAN NATURALIST","Article; Proceedings Paper",2018,"192","2","230","240","10.1086/698170","Ecology; Evolutionary Biology"
322,"Sub11","not vetted","Sun, J; Hu, WF; Wang, NA; Zhao, LQ; An, R; Ning, K; Zhang, XH","Eddy covariance measurements of water vapor and energy flux over a lake in the Badain Jaran Desert, China","JOURNAL OF ARID LAND","Article",2018,"10","4","517","533","10.1007/s40333-018-0057-3","Environmental Sciences"
337,"Sub11","not vetted","Millan, C; Fornel, R; Moreira, GRP","Phenotypic plasticity in Heliconius erato (Lepidoptera: Nymphalidae) mandibles induced by different host plants (Passifloraceae)","REVISTA COLOMBIANA DE ENTOMOLOGIA","Article",2018,"44","2","273","282","10.25100/socolen.v44i2.7331","Entomology"
368,"Sub11","not vetted","Sieriebriennikov, B; Prabh, N; Dardiry, M; Witte, H; Roseler, W; Kieninger, MR; Rodelsperger, C; Sommer, RJ","A Developmental Switch Generating Phenotypic Plasticity Is Part of a Conserved Multi-gene Locus","CELL REPORTS","Article",2018,"23","10","2835","+","10.1016/j.celrep.2018.05.008","Cell Biology"
373,"Sub11","not vetted","Sabatini, FM; Jimenez-Alfaro, B; Burrascano, S; Lora, A; Chytry, M","Beta-diversity of central European forests decreases along an elevational gradient due to the variation in local community assembly processes","ECOGRAPHY","Article",2018,"41","6","1038","1048","10.1111/ecog.02809","Biodiversity Conservation; Ecology"
