"STUDY_ID","REVIEWERS","INCLUDE","authors","title","journal","type","year","volume","issue","page_start","page_end","doi","category"
3,"Sub7","not vetted","Fop, M; Murphy, TB; Scrucca, L","Model-based clustering with sparse covariance matrices","STATISTICS AND COMPUTING","Article",2019,"29","4","791","819","10.1007/s11222-018-9838-y","Computer Science, Theory & Methods; Statistics & Probability"
5,"Sub7","not vetted","Lognoul, M; Debacq, A; De Ligne, A; Dumont, B; Manise, T; Bodson, B; Heinesch, B; Aubinet, M","N2O flux short-term response to temperature and topsoil disturbance in a fertilized crop: An eddy covariance campaign","AGRICULTURAL AND FOREST METEOROLOGY","Article",2019,"271","","193","206","10.1016/j.agrformet.2019.02.033","Agronomy; Forestry; Meteorology & Atmospheric Sciences"
18,"Sub7","not vetted","Park, S; Lim, J; Wang, XL; Lee, S","Permutation based testing on covariance separability","COMPUTATIONAL STATISTICS","Article",2019,"34","2","865","883","10.1007/s00180-018-0839-2","Statistics & Probability"
52,"Sub7","not vetted","Cao, X; Zhang, SJ","A permutation-based Bayesian approach for inverse covariance estimation","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS","Article; Early Access",NA,NA,"","","","10.1080/03610926.2019.1590601","Statistics & Probability"
79,"Sub7","not vetted","Campbell, LG; Naraine, SGU; Dusfresne, J","Phenotypic plasticity influences the success of clonal propagation in industrial pharmaceutical Cannabis sativa","PLOS ONE","Article",2019,"14","3","","","10.1371/journal.pone.0213434","Multidisciplinary Sciences"
127,"Sub7","not vetted","Klosterhalfen, A; Moene, AF; Schmidt, M; Scanlon, TM; Vereecken, H; Graf, A","Sensitivity analysis of a source partitioning method for H2O and CO2 fluxes based on high frequency eddy covariance data: Findings from field data and large eddy simulations","AGRICULTURAL AND FOREST METEOROLOGY","Article",2019,"265","","152","170","10.1016/j.agrformet.2018.11.003","Agronomy; Forestry; Meteorology & Atmospheric Sciences"
132,"Sub7","not vetted","Kreyling, J; Puechmaille, SJ; Malyshev, AV; Valladares, F","Phenotypic plasticity closely linked to climate at origin and resulting in increased mortality under warming and frost stress in a common grass","ECOLOGY AND EVOLUTION","Article",2019,"9","3","1344","1352","10.1002/ece3.4848","Ecology; Evolutionary Biology"
159,"Sub7","not vetted","Matesanz, S; Ramos-Munoz, M; Blanco-Sanchez, M; Garcia-Fernandez, A; Sanchez, AM; Escudero, A","Migration, genetic variation and phenotypic plasticity of gypsophiles and their role on climate change responses","ECOSISTEMAS","Article",2019,"28","1","48","59","10.7818/ECOS.1525","Ecology"
194,"Sub7","not vetted","Souza, ML; Duarte, AA; Lovato, MB; Fagundes, M; Valladares, F; Lemos, JP","Climatic factors shaping intraspecific leaf trait variation of a neotropical tree along a rainfall gradient","PLOS ONE","Article",2018,"13","12","","","10.1371/journal.pone.0208512","Multidisciplinary Sciences"
199,"Sub7","not vetted","Anic, M; Sever, MZO; Alberti, G; Balenovic, I; Paladinic, E; Peressotti, A; Tijan, G; Vecenaj, Z; Vuletic, D; Marjanovic, H","Eddy Covariance vs. Biometric Based Estimates of Net Primary Productivity of Pedunculate Oak (Quercus robur L.) Forest in Croatia during Ten Years","FORESTS","Article",2018,"9","12","","","10.3390/f9120764","Forestry"
205,"Sub7","not vetted","Sabbatini, S; Mammarella, I; Arriga, N; Fratini, G; Graf, A; Hortriagl, L; Ibrom, A; Longdoz, B; Mauder, M; Merbold, L; Metzger, S; Montagnani, L; Pitacco, A; Rebmann, C; Sedlak, P; Sigut, L; Vitale, D; Papale, D","Eddy covariance raw data processing for CO2 and energy fluxes calculation at ICOS ecosystem stations","INTERNATIONAL AGROPHYSICS","Article",2018,"32","4","495","+","10.1515/intag-2017-0043","Agronomy"
213,"Sub7","not vetted","Cuervo-Alarcon, L; Arend, M; Muller, M; Sperisen, C; Finkeldey, R; Krutovsky, KV","Genetic variation and signatures of natural selection in populations of European beech (Fagus sylvatica L.) along precipitation gradients","TREE GENETICS & GENOMES","Article",2018,"14","6","","","10.1007/s11295-018-1297-2","Forestry; Genetics & Heredity; Horticulture"
228,"Sub7","not vetted","Scheiner, SM","The genetics of phenotypic plasticity. XVI. Interactions among traits and the flow of information","EVOLUTION","Article",2018,"72","11","2292","2307","10.1111/evo.13601","Ecology; Evolutionary Biology; Genetics & Heredity"
232,"Sub7","not vetted","Jin, Z; Matteson, DS","Generalizing distance covariance to measure and test multivariate mutual dependence via complete and incomplete V-statistics","JOURNAL OF MULTIVARIATE ANALYSIS","Article",2018,"168","","304","322","10.1016/j.jmva.2018.08.006","Statistics & Probability"
271,"Sub7","not vetted","Fratini, G; Sabbatini, S; Ediger, K; Riensche, B; Burba, G; Nicolini, G; Vitale, D; Papale, D","Eddy covariance flux errors due to random and systematic timing errors during data acquisition","BIOGEOSCIENCES","Article",2018,"15","17","5473","5487","10.5194/bg-15-5473-2018","Ecology; Geosciences, Multidisciplinary"
298,"Sub7","not vetted","Wutzler, T; Lucas-Moffat, A; Migliavacca, M; Knauer, J; Sickel, K; Sigut, L; Menzer, O; Reichstein, M","Basic and extensible post-processing of eddy covariance flux data with REddyProc","BIOGEOSCIENCES","Article",2018,"15","16","5015","5030","10.5194/bg-15-5015-2018","Ecology; Geosciences, Multidisciplinary"
307,"Sub7","not vetted","Vanella, D; Cansoli, S","Eddy Covariance fluxes versus satellite-based modelisation in a deficit irrigated orchard","ITALIAN JOURNAL OF AGROMETEOROLOGY-RIVISTA ITALIANA DI AGROMETEOROLOGIA","Article",2018,"23","2","41","52","10.19199/2018.2.2038-5625.041","Agronomy; Environmental Sciences; Meteorology & Atmospheric Sciences"
321,"Sub7","not vetted","Yan, Y; Genton, MG","Gaussian likelihood inference on data from trans-Gaussian random fields with Matern covariance function","ENVIRONMETRICS","Article; Proceedings Paper",2018,"29","6-May","","","10.1002/env.2458","Environmental Sciences; Mathematics, Interdisciplinary Applications; Statistics & Probability"
331,"Sub7","not vetted","Serafimovich, A; Metzger, S; Hartmann, J; Kohnert, K; Zona, D; Sachs, T","Upscaling surface energy fluxes over the North Slope of Alaska using airborne eddy-covariance measurements and environmental response functions","ATMOSPHERIC CHEMISTRY AND PHYSICS","Article",2018,"18","13","10007","10023","10.5194/acp-18-10007-2018","Environmental Sciences; Meteorology & Atmospheric Sciences"
338,"Sub7","not vetted","Booth, DT","Incubation temperature induced phenotypic plasticity in oviparous reptiles: Where to next?","JOURNAL OF EXPERIMENTAL ZOOLOGY PART A-ECOLOGICAL AND INTEGRATIVE PHYSIOLOGY","Review",2018,"329","7-Jun","343","350","10.1002/jez.2195","Zoology"
357,"Sub7","not vetted","Dutilleul, P","Estimation and testing for separable variance-covariance structures","WILEY INTERDISCIPLINARY REVIEWS-COMPUTATIONAL STATISTICS","Article",2018,"10","4","","","10.1002/wics.1432","Statistics & Probability"
390,"Sub7","not vetted","Chang, CC; Tsai, SJ; Chen, NC; Huang, CW; Hsu, SW; Chang, YT; Liu, ME; Chang, WN; Tsai, WC; Lee, CC","Catechol-O-Methyltransferase Val158Met Polymorphism on Striatum Structural Covariance Networks in Alzheimer's Disease","MOLECULAR NEUROBIOLOGY","Article",2018,"55","6","4637","4649","10.1007/s12035-017-0668-2","Neurosciences"
393,"Sub7","not vetted","Okii, D; Mukankusi, C; Sebuliba, S; Tukamuhabwa, P; Tusiime, G; Talwana, H; Odong, T; Namayanja, A; Paparu, P; Nkalubo, S; Otim, M; Ugen, M; Buah, S; Gepts, P","Genetic variation, Heritability estimates and GXE effects on yield traits of Mesoamerican common bean (Phaseolus vulgaris L) germplasm in Uganda","PLANT GENETIC RESOURCES-CHARACTERIZATION AND UTILIZATION","Article",2018,"16","3","237","248","10.1017/S1479262117000259","Plant Sciences; Genetics & Heredity"
